code,nom,departements,regions,population
246800205,CC de la Vallée de Saint-Amarin,68,44,11976
246800395,CC du Val d'Argent,68,44,9133
246800445,CC du Centre du Haut-Rhin,68,44,16348
246800494,"CC du Pays de Rouffach, Vignobles et Châteaux",68,44,12891
246800551,CC de la Vallée de Kaysersberg,68,44,16043
246800569,CC de la Région de Guebwiller,68,44,38172
246800577,CC du Pays de Ribeauvillé,68,44,18133
246800585,CC de la Vallée de Munster,68,44,16258
246800676,CC de la Vallée de la Doller et du Soultzbach,68,44,15914
246800726,CA Colmar Agglomération,68,44,113600
246900575,CC de l'Est Lyonnais (CCEL),69,84,42457
246900625,CC du Pays de l'Arbresle (CCPA),69,84,38945
246900724,CC des Vallons du Lyonnais (CCVL),69,84,32088
246900740,CC du Pays Mornantais (COPAMO),69,84,29758
246900757,CC de la Vallée du Garon (CCVG),69,84,32435
246900765,CC du Pays de l'Ozon,69,84,27623
247000011,CA de Vesoul,70,27,32339
247000367,CC des Combes,70,27,7541
247000623,CC des Quatre Rivières,70,27,9437
247000664,CC du Pays de Lure,70,27,19128
247000698,CC des Monts de Gy,70,27,6143
247000706,CC du Pays Riolais,70,27,13266
247000714,CC du Pays de Villersexel,"25,70",27,7726
247000722,CC du Pays d'Héricourt,"25,70",27,20925
247000755,CC du Pays de Luxeuil,70,27,14856
247000821,CC Rahin et Chérimont,70,27,11627
247000854,CC des 1000 étangs,70,27,8471
247100290,CU Le Creusot Montceau-les-Mines,71,27,90474
247100589,CA Le Grand Chalon,71,27,113440
247100639,CC de Marcigny,71,27,5999
247100647,CC Bresse Nord Intercom',71,27,6544
247103765,CC Entre Saône et Grosne,71,27,11101
247103864,CC de Semur en Brionnais,71,27,5206
247104094,CC Sud Côte Chalonnaise,71,27,11540
247200090,CC du Pays Sabolien,"53,72",52,28326
247200132,CU Le Mans Métropole,72,52,209651
247200348,CC du Pays Fléchois,72,52,27049
247200421,CC du Sud Est Manceau,72,52,17929
247200447,CC Orée de Bercé - Belinois,72,52,19472
247200629,CC du Val de Sarthe,72,52,30404
247200686,CC du Pays de l'Huisne Sarthoise,72,52,28362
247300015,CC des Vallées d'Aigueblanche,73,84,7069
247300254,CC de Haute-Tarentaise,73,84,15557
247300262,CC de Yenne,73,84,7416
247300361,CC du Canton de La Chambre,73,84,7389
247300452,CC Maurienne Galibier,73,84,5399
247300528,CC Val Guiers,73,84,12493
247300668,CC du Lac d'Aiguebelette (CCLA),73,84,6312
247300676,CC Porte de Maurienne,73,84,7104
247300817,CC Les Versants d'Aime,73,84,9677
247400047,CC de la Vallée Verte,74,84,8424
247400112,CC du Pays de Cruseilles,74,84,17208
247400567,CC Fier et Usses,74,84,16252
247400583,CC Arve et Salève,74,84,20437
247400617,CC des Vallées de Thônes,74,84,18737
247400666,CC des Quatre Rivières,74,84,20046
247400682,CC du Haut Chablais,74,84,12864
247400690,CC du Genevois,74,84,49025
247400724,CC du Pays Rochois,74,84,29529
247400740,CC Rumilly Terre de Savoie,74,84,33198
247400773,CC des Sources du Lac d'Annecy,74,84,15338
247600505,CC Campagne-de-Caux,76,28,15021
247600588,CC des Villes Soeurs,"76,80","28,32",35612
247600604,CC de Londinières,76,28,5192
247600620,CC Yvetot Normandie,76,28,26348
247600646,CC Caux - Austreberthe,76,28,25137
247600729,CC Falaises du Talou,76,28,23553
247600786,CA de la Région Dieppoise,76,28,46229
247700032,CC Moret Seine et Loing,77,11,39247
247700057,CA Melun Val de Seine,77,11,139112
247700065,CC du Pays de l'Ourcq,77,11,17365
247700107,CC Pays de Montereau,77,11,45085
247700339,CA Val d'Europe Agglomération,77,11,53598
247700594,CA Marne et Gondoire,77,11,110064
247700644,CC l'Orée de la Brie,"77,91",11,28829
247700701,CC Brie Nangissienne,77,11,28330
247800550,CC du Pays Houdanais (CCPH),"28,78","11,24",30287
247800584,CA Versailles Grand Parc (CAVGP),"78,91",11,268563
247800618,CC Coeur d'Yvelines,78,11,51560
247900798,CC du Thouarsais,79,75,35369
248000499,CC du Val de Somme,80,32,26501
248000531,CA Amiens Métropole,80,32,182854
248000747,CC du Pays du Coquelicot,80,32,27909
248100158,CC du Sor et de l'Agout,81,76,23206
248100430,CA de Castres Mazamet,81,76,78974
248100497,CC Val 81,81,76,5559
248100737,CA de l'Albigeois (C2A),81,76,84183
248100745,CC Thoré Montagne Noire,81,76,5057
248200016,CC des Deux Rives,"32,47,82","75,76",19013
248200057,CC du Quercy Caussadais,82,76,20434
248200065,CC de la Lomagne Tarn-et-Garonnaise,82,76,10003
248200099,CA Grand Montauban,82,76,81397
248200107,CC du Quercy Rouergue et des Gorges de l'Aveyron,"81,82",76,7848
248300394,CA Sud Sainte Baume,83,93,65199
248300410,CC de la Vallée du Gapeau,83,93,32961
248300493,CA Dracénie Provence Verdon Agglomération,83,93,113515
248300543,Métropole Toulon-Provence-Méditerranée,83,93,449782
248300550,CC Coeur du Var,83,93,45824
248400053,CA Ventoux-Comtat-Venaissin (COVE),84,93,72174
248400160,CC Aygues-Ouvèze en Provence (CCAOP),84,93,20252
248400236,CC Pays d'Orange en Provence,84,93,45401
248400251,CA du Grand Avignon (COGA),"30,84","76,93",198133
248400285,CC Territoriale Sud-Luberon,84,93,25719
248400293,CA des Sorgues du Comtat,84,93,51024
248400319,CC du Pays des Sorgues et des Monts de Vaucluse,84,93,34163
248400335,CC Vaison Ventoux,"26,84","84,93",16792
248500191,CC de l'Ile de Noirmoutier,85,52,9270
248500258,CC Océan Marais de Monts,85,52,20203
248500340,CC Pays de Chantonnay,85,52,23216
248500415,CC du Pays de la Châtaigneraie,85,52,15605
248500464,CC du Pays de Pouzauges,85,52,23242
248500530,CC du Pays des Achards,85,52,20174
248500563,"CC Vendée, Sèvre, Autise",85,52,16191
248500589,CA La Roche-sur-Yon - Agglomération,85,52,98488
248500621,CC du Pays des Herbiers,85,52,30742
248500662,CC du Pays de Mortagne,85,52,28234
248600413,CA Grand Châtellerault,86,75,82964
248600447,CC du Pays Loudunais,86,75,24352
248700189,CC du Pays de Saint Yrieix,"19,87",75,12161
248719262,CC Gartempe - Saint Pardoux,87,75,5115
248719288,CC du Val de Vienne,87,75,16305
248719312,CU Limoges Métropole,87,75,207147
248719338,CC Briance-Combade,87,75,5380
248719353,CC des Portes de Vassivière,87,75,5698
248719361,CC de Noblat,87,75,11745
248900334,CA du Grand Sénonais,89,27,59911
248900383,CC de l'Agglomération Migennoise,89,27,14353
248900524,CC de l'Aillantais en Bourgogne,89,27,10116
248900664,CC de la Vanne et du Pays d'Othe,89,27,8609
248900748,CC du Gâtinais en Bourgogne,89,27,17619
248900896,CC Yonne Nord,89,27,24434
248900938,CC du Jovinien,89,27,20500
249000241,CC du Sud Territoire,90,27,23585
249100074,CC du Pays de Limours (CCPL),91,11,27290
249100157,CC des 2 Vallées,91,11,18701
249100546,CC du Val d'Essonne (CCVE),91,11,62746
249100553,CC Entre Juine et Renarde (CCEJR),91,11,27947
249100595,CC le Dourdannais en Hurepoix (CCDH),91,11,26697
249500109,CA de Cergy-Pontoise,"78,95",11,217763
249500430,CC Sausseron Impressionnistes,95,11,19049
249500455,CC de la Vallée de l'Oise et des Trois Forêts,95,11,39681
249500489,CC du Haut Val d'Oise,95,11,40950
249500513,CC du Vexin-Val de Seine,95,11,16545
200018653,CA CAP Excellence,971,01,97558
200027548,CC des Savanes,973,03,29113
200041507,CA La Riviéra du Levant,971,01,66218
200041788,CA du Pays Nord Martinique,972,02,95658
200044691,CA du Nord Grande Terre,971,01,56792
200050532,CC de Petite-Terre,976,06,29273
200059871,CC du Centre-Ouest,976,06,50020
200060457,CA de Dembeni / Mamoudzou,976,06,87285
200060465,CA du Grand Nord de Mayotte,976,06,59042
200060473,CC du Sud,976,06,30898
249710047,CC de Marie-Galante,971,01,10422
249710062,CA du Nord Basse-Terre,971,01,77475
249710070,CA Grand Sud Caraïbe,971,01,75104
249720053,CA de l'Espace Sud de la Martinique,972,02,115038
249720061,CA du Centre de la Martinique,972,02,150323
249730037,CC de l'Ouest Guyanais,973,03,98344
249730045,CA du Centre Littoral,973,03,152190
249730052,CC de l'Est Guyanais,973,03,8735
249740077,CA CIVIS (Communauté Intercommunale des Villes Solidaires),974,04,183641
249740085,CA du Sud,974,04,133164
249740093,CA Intercommunale de la Réunion Est (CIREST),974,04,128965
249740101,CA Territoire de la Côte Ouest (TCO),974,04,218990
249740119,CA Intercommunale du Nord de la Réunion (CINOR),974,04,216588
